wav_filename,wav_filesize,transcript,stt,I,D,S,N,Accuracy
singlish-test/2006.wav,201,a previous school bus operator had some foreign drivers who was difficult to communicate with,a previous choolbuss operator had some foreign drivers who was difficult to communicate with,1,2,0,93,0.967741935483871
singlish-test/2007.wav,110,but no reasons were cited for the ban,but no reasons was cited for the ban,0,1,2,37,0.918918918918919
singlish-test/2008.wav,119,but he is not very stealthy which is bad,but he is not very stealthy wich he spet,1,1,5,40,0.825
singlish-test/2009.wav,186,auxiliary police officers will be deployed to regulate traffic and assist motorists,oxiliary police officers will be deployed to reguly traffy and sis moteries,0,8,5,83,0.8433734939759037
singlish-test/2010.wav,130,all of them can join in and all of them can benefit,all of them can join in and all of them can benefeit,1,0,0,51,0.9803921568627451
singlish-test/2011.wav,197,he added that another area of focus includes the responsible use of technology tools,he added the another erea of focus includes the responsible use of technology tools,0,1,2,84,0.9642857142857143
singlish-test/2012.wav,139,this does not meet the requirement for informed consent,this does not meet the requirement for inform to conseint,2,0,2,55,0.9272727272727272
singlish-test/2013.wav,120,most people still think dengue wont happen to them,most people stoo think dengee won't happen to them,1,1,3,50,0.9
singlish-test/2014.wav,93,and we think the price is right,enwything the price is right,0,3,3,31,0.8064516129032258
singlish-test/2015.wav,95,back in the days it used to work,veck in the days it used to work,0,0,2,32,0.9375
singlish-test/2016.wav,192,countries vary in the amount paternity leave and levels of compensation provided,countries vary in the mapantoniti leave and levels on compensation provided,1,6,4,80,0.8625
singlish-test/2017.wav,165,you could imagine the impact when this group is suddenly withdrawn from the market,you could imagine the impey when this group is suddenly wi drawn from the marqet,0,2,4,82,0.926829268292683
singlish-test/2018.wav,171,but i learnt to be different because of her thanks to her loving and kind ways,but i learn to be different because of her things to her loving and kind ways,0,1,2,78,0.9615384615384616
singlish-test/2019.wav,221,members of the public can also fulfil specific christmas wishes such as school bags and ovens,members of the public and so few few specific christmass wishes such as school bag an nervants,5,4,8,93,0.8172043010752689
singlish-test/2020.wav,205,he added that there is more support available for them than just maternity leave and baby bonuses,he edded that dey is more support avolable for dem dhan just methineleve and baby butnesses,2,8,12,97,0.7731958762886598
singlish-test/2021.wav,202,both are also taking advantage of their thousands of stores including for client delivery,both are also taking advantage of thei thousands of starls including for clain delivery,1,3,2,89,0.9325842696629213
singlish-test/2022.wav,209,the question for traditional retailers is how to handle all those internet orders,the question for traditional retailors is how to handle all those internete orders,1,0,1,81,0.9753086419753086
singlish-test/2023.wav,127,have items around the house you no longer use,have itams arround the house you no longer use,1,0,1,45,0.9555555555555556
singlish-test/2024.wav,135,banks here were also low on supply,banks here were also low on supply,0,0,0,34,1.0
singlish-test/2025.wav,218,for security reasons though three sensors have been installed to ensure proper use of the system,for secrety reasons to tree tenses have been installed to insure proper use of the system,0,7,4,96,0.8854166666666666
singlish-test/2026.wav,126,fifty years ago we were abandoned just like that,fifty years ago we were abendoned just like dat,0,1,2,48,0.9375
singlish-test/2027.wav,236,have more singaporeans put through a stint in the family service sector and let them have exposure,have mosingoporiens put to a stint in the fembly sovisector and let them have exposure,1,13,4,98,0.8163265306122449
singlish-test/2028.wav,214,i get to meet grassroots leaders and old colleagues and we exchange warm new year greetings,i get to meet grustrate leaders and ocoleaques and be actin warm new year greetings,0,8,9,91,0.8131868131868132
singlish-test/2029.wav,182,for abduction he could have been jailed for up to seven years and fined,for adoption he could have been jilled for up to seven years in find,1,4,3,71,0.8873239436619719
singlish-test/2030.wav,109,mary and her family were moving to another city,mary and her family were moving to another city,0,0,0,47,1.0
singlish-test/2031.wav,158,they brought some clothes and three days worth of food and water in their car,they brought some clothes and treaties worth of food and water in their car,0,2,4,77,0.922077922077922
singlish-test/2032.wav,205,on the way to their destination they drove past a hill that overlooked vast fields of sunflowers,on their way to dard destination they drove past a hill that overlooked vast fields of sunflowers,2,1,4,96,0.9270833333333334
singlish-test/2033.wav,153,when they reached they saw a huge tree and sat beneath the foliage,when they reached they saw a huge tree and set beneath the foliage,0,0,1,66,0.9848484848484849
singlish-test/2034.wav,192,they fed their hungry stomachs with the egg and ham sandwiches that marys mother had made,they fet the r hungry stomachs with the egg n ham anvaches that mary's mother had meaed,3,5,4,89,0.8651685393258427
singlish-test/2035.wav,177,after their satisfying lunch the family took a nap with the grass as their bed,after the satisfying lunch the family took a net with the grass at the abbit,0,2,8,78,0.8717948717948718
singlish-test/2036.wav,127,when they woke up from their rest it was already mid afternoon,when they wooke up from the arrest it was already mid afternoon,2,1,1,62,0.9354838709677419
singlish-test/2037.wav,175,as they walked back they were shocked to see a pack of stray dogs circling around the car,as they walked back they were shocked to see a pack of stray dogs circling around the car,0,0,0,89,1.0
singlish-test/2038.wav,141,it seemed that they had smelt the food that were left in the boot,it seemed that they had smelt the food that were left in the boot,0,0,0,65,1.0
singlish-test/2039.wav,167,soon the menacing pack began to approach the poor outnumbered family,soon the menacing pack began to approach the poor outnumbered family,0,0,0,68,1.0
singlish-test/2040.wav,204,suddenly a gun shot was fired from a distance which sent the dogs fleeing in an instant,suddenly a gunshot was fired from a distance which sent the dogs fleeing in an instant,0,1,0,87,0.9885057471264368
singlish-test/2041.wav,157,he told them that it was rare for tourists to make a stop at this area,he told them that it was rare for tourist to make a stop at this area,0,1,0,70,0.9857142857142858
singlish-test/2042.wav,172,marys father thanked the old man and passed him an untouched box of sandwiches,mary's father thanked the old man and passed him and untouched box of sandwiches,2,0,0,78,0.9743589743589743
singlish-test/2043.wav,142,mary fell asleep on her mothers lap beat from the whole ordeal,mary fell asleep on her mother's lap beat from the whole ordeal,1,0,0,62,0.9838709677419355
singlish-test/2044.wav,106,we watched the drama unfold before our eyes,we watched the drama and falled before our eyes,4,0,2,43,0.8604651162790697
singlish-test/2045.wav,117,i felt happy upon hearing the good news from my parents,i felt happy upon hearing the good news from my parents,0,0,0,55,1.0
singlish-test/2046.wav,99,flourless cakes are not always better for health,flowers cakes are not always better for health,0,2,2,48,0.9166666666666666
singlish-test/2047.wav,137,you can bake shortbread cookies just with sugar butter and flour,you can bake shot bread cookies just of sugar butter and flur,0,3,4,64,0.890625
singlish-test/2048.wav,107,my uncle is thirty years younger than me,my uncle is thirty years younger than me,0,0,0,40,1.0
singlish-test/2049.wav,96,i attached a mirror to my closet door,i attached a mirror to my closet door,0,0,0,37,1.0
singlish-test/2050.wav,84,something seems to be bothering him,something seems to be bothering him,0,0,0,35,1.0
singlish-test/2051.wav,118,he was the president of the dance club in my school,he was the precedent of the dance club in my school,0,0,2,51,0.9607843137254902
singlish-test/2052.wav,120,after a hot day all i want to do is take a bath,after a hot day all i want to do is to take a bath,3,0,0,47,0.9361702127659575
singlish-test/2053.wav,116,the thief was careful to not leave his tracks in the snow,the thief was careful not to leave his tract in the snow,1,2,3,57,0.8947368421052632
singlish-test/2054.wav,125,she browsed through the catalogues while waiting for her turn,she browsed through the kettle ot while waiting for her turn,0,1,7,61,0.8688524590163934
singlish-test/2055.wav,136,its a little cruel to be so blunt but thats the working world for you,it's a little cruel to be so blunt but that's the working world for you,2,0,0,69,0.9710144927536232
singlish-test/2056.wav,169,he thought he is brave for saying the truth but he is actually just adding fuel to the fire,he thought his brave of saying the truth but he is actually just adding fuel to the fire,0,3,1,91,0.9560439560439561
singlish-test/2057.wav,78,i think ill make a move first,i think i'll make a move first,1,0,0,29,0.9655172413793104
singlish-test/2058.wav,101,i believe that visitation hours are over,i believe that visitition hours are over,0,0,1,40,0.975
singlish-test/2059.wav,136,we now have to walk twenty minutes farther just to get a cup of coffee,we now have to walk twenty minutes farther just to get a cup of coffee,0,0,0,70,1.0
singlish-test/2060.wav,103,everyones hoping to find the cure for cancer,everyone's hoping to find the cure for cancer,1,0,0,44,0.9772727272727273
singlish-test/2061.wav,70,i need your help,i need your help,0,0,0,16,1.0
singlish-test/2062.wav,121,i live in singapore,i live in singapore,0,0,0,19,1.0
singlish-test/2063.wav,110,she always keeps her desk neat and tidy,she always keeps her desk neat and tidy,0,0,0,39,1.0
singlish-test/2064.wav,82,the pot calls the kettle black,the pot calls a kettle black,0,2,1,30,0.9
singlish-test/2065.wav,145,after driving for ten years her car is still in tip top condition,after driving for ten years hercar is still in tiptop condition,0,2,0,65,0.9692307692307692
singlish-test/2066.wav,101,the children wipe their noses on the towel,the children wiped their noses on the towel,1,0,0,42,0.9761904761904762
singlish-test/2067.wav,78,water drips from the cracks,water drips from the cracks,0,0,0,27,1.0
singlish-test/2068.wav,140,our sports teams have achieved remarkable feats this year,our spot steam hsirave achieved remarkable feats this year,2,1,4,57,0.8771929824561403
singlish-test/2069.wav,86,tell him to zip his lip,tell him to zip his lip,0,0,0,23,1.0
singlish-test/2070.wav,84,i like listening to rap,i like listening to rap,0,0,0,23,1.0
singlish-test/2071.wav,112,mozart composed great music pieces,mozart composed great music pieces,0,0,0,34,1.0
singlish-test/2072.wav,129,we know more about space than the seasons and the seas,we know more about space than the seasons and the seas,0,0,0,54,1.0
singlish-test/2073.wav,131,the witch put a spell on the prince but it was the wrong one,the witch put a spell on the prince but it was the wrong one,0,0,0,60,1.0
singlish-test/2074.wav,115,a murder had already been plotted a month ago,a murder had already been plotted a month ago,0,0,0,45,1.0
singlish-test/2075.wav,105,i had a lot of questions about the assignment,i had a lot of questians about the assignment,0,0,1,45,0.9777777777777777
singlish-test/2076.wav,131,hold your bat steady and focus your eyes on the ball,hold your bed steady and focuss your eyes on the ball,1,0,2,52,0.9423076923076923
singlish-test/2077.wav,105,polar bears are on the brink of extinction,pola berts are on the brink of extinction,0,1,2,42,0.9285714285714286
singlish-test/2078.wav,102,sakura flowers bloom around april,saccura flowers bloom around april,1,0,1,33,0.9393939393939394
singlish-test/2079.wav,141,rubber boots are not popular in singapore despite our rainy weather,rubber boots are not popular in singaple despite ou renuether,0,6,3,67,0.8656716417910447
singlish-test/2080.wav,105,the butler poured the guest a glass of water,the butler pot the guest a glass of water,0,3,1,44,0.9090909090909091
singlish-test/2081.wav,109,the criminal paid a heavy price for his crime,the criminal paed a heavy price for his crime,0,0,1,45,0.9777777777777777
singlish-test/2082.wav,83,you cant compare apples to oranges,you can't compay apples to oranges,1,1,1,34,0.9117647058823529
singlish-test/2083.wav,132,theres something about hotel beds that makes them extra cosy,there's something about hotel bits that makes them extra coozy,2,0,3,60,0.9166666666666666
singlish-test/2084.wav,111,birds have been found to be our modern day dinosaurs,birds have been found to be our modern day dynasars,0,1,2,52,0.9423076923076923
singlish-test/2085.wav,103,she scooped herself a big bowl of corn soup,she scooped herself a big bowl of corne soup,1,0,0,43,0.9767441860465116
singlish-test/2086.wav,91,the fly was caught in the spiders web,the fly was caught in the spider's web,1,0,0,37,0.972972972972973
singlish-test/2087.wav,123,there is speculation that a housing bubble may occur,there is speculation that a housing bubble may occur,0,0,0,52,1.0
singlish-test/2088.wav,124,rising college debt has been a widely discussed matter,rising college debt has been a whitely discussed matter,1,0,1,54,0.9629629629629629
singlish-test/2089.wav,108,chilli crab is a famous dish in singapore,chilycrab is a famous dish in singapor,0,3,1,41,0.9024390243902439
singlish-test/2090.wav,174,his flexible thinking led him to solve a number of the worlds hardest maths problems,his flexible thinking led him to solve a number of the world's hardesmeth problems,1,3,1,84,0.9404761904761905
singlish-test/2091.wav,103,to get better at maths practise more,to get better at meths practice more,0,0,2,36,0.9444444444444444
singlish-test/2092.wav,151,a child prodigy james eventually became a respected judge,a child prodigy james eventually became a respected judge,0,0,0,57,1.0
singlish-test/2093.wav,118,many beautiful dresses were showcased at the gala,many beautiful dresses were shokeised at the gala,0,0,3,49,0.9387755102040817
singlish-test/2094.wav,81,some cuddling could cheer her up,some cuddling could cheer her up,0,0,0,32,1.0
singlish-test/2095.wav,119,the lands deed was sold to the old lady,the land's deed was sought to the old lady,3,0,2,39,0.8717948717948718
singlish-test/2096.wav,164,the coach trained the young gymnast twice as hard as the competition neared,the courch trained the young gimnas twice as hot as the competition neared,1,2,4,75,0.9066666666666666
singlish-test/2097.wav,114,i dreamt of becoming a doctor when i was child,i dreamt of becoming a doctor when i was a child,2,0,0,46,0.9565217391304348
singlish-test/2098.wav,116,twins often have a unique chemistry with each other,twins often have a unique chemistry with each other,0,0,0,51,1.0
singlish-test/2099.wav,128,it is more important to study smart than to study hard,it is more important to study smart than to study heart,1,0,1,54,0.9629629629629629
singlish-test/2100.wav,117,the oak tree stood strong against the test of time,the oak tree stood strong against the test of time,0,0,0,50,1.0
singlish-test/2101.wav,117,the baker used a whole block of butter for this recipe,the baker used a whole block of butter for this recipe,0,0,0,54,1.0
singlish-test/2102.wav,122,he did not have much but he had a kind and loving heart,he did not have much but he had a kind and loving heart,0,0,0,55,1.0
singlish-test/2103.wav,177,the clever and amazing use of lighting made the musical performance a truly magical one,the clever and amazing use of lighting made the musical performance a truly magical one,0,0,0,87,1.0
singlish-test/2104.wav,171,it was a miracle that he recovered from his life threatening accident,it was a miracle that he recovered from his life threatening incid accident,6,0,0,69,0.9130434782608695
singlish-test/2105.wav,139,they tried to keep it a secret but he was able to figure everything out,they tried to keep it a secret but he was able to figure everything out,0,0,0,71,1.0
singlish-test/2106.wav,188,in this game you must escape from ghosts and zombies while finding the way out from the foggy maze,in this game you must escape from goats and zonbis will finding the way out from the foggimas,0,5,5,98,0.8979591836734694
singlish-test/2107.wav,126,she lazed her whole morning away on a deck chair by the beach,she lazed the whole morning away on a deck chair by the beach,1,1,0,61,0.9672131147540983
singlish-test/2108.wav,103,there was a switch in the venue for the football match,there was a switchin venue for the football madge,0,5,3,54,0.8518518518518519
singlish-test/2109.wav,142,most youths today think that their future is uncertain,mo's youths to day think that dair future is uncertain,2,2,2,54,0.8888888888888888
singlish-test/2110.wav,122,the couple went on an enriching adventure together,the couple went on an enriching adventure together,0,0,0,50,1.0
singlish-test/2111.wav,114,the butcher was also a skilled cook in the kitchen,the boutcher was also a skilled cook in the kitchen,1,0,0,50,0.98
singlish-test/2112.wav,156,the girls experiences gave her an edge over her peers of the same age,the girl's experiences gave her an age ofer her peers of the same age,1,1,2,69,0.9420289855072463
singlish-test/2113.wav,122,this kind of packaging can pose a danger to animals,this kind of packaging can pose the danger to animals,2,0,1,51,0.9411764705882353
singlish-test/2114.wav,130,the student skated onto the stage to receive his certificate,the student skaten onto the stage to receive his said to ficut,3,1,6,60,0.8333333333333334
singlish-test/2115.wav,104,but dont let those beauty sessions break your bank,but don't let those putesessions break your bank,1,3,2,50,0.88
singlish-test/2116.wav,89,what does all these changes mean,what does all these changes mean,0,0,0,32,1.0
singlish-test/2117.wav,90,shuttle bus services will be available,shuttlebu services will be available,0,2,0,38,0.9473684210526315
singlish-test/2118.wav,82,and thats what keeps us going,and that's what keeps us going,1,0,0,29,0.9655172413793104
singlish-test/2119.wav,79,its efficient in two ways,it's sufficient in two ways,2,0,1,25,0.88
singlish-test/2120.wav,170,any broad monetary policy tightening could risk destabilising economic growth,any brought molitory policy tightening could risk a destibilizing economic growth,4,0,7,77,0.8571428571428571
singlish-test/2121.wav,74,how do you screen loans,how do you creen loans,0,1,0,23,0.9565217391304348
singlish-test/2122.wav,165,by now youre probably quite familiar with how diverse chinas sharing economy is,by now you're probably quite familiar with how a diverse china sharing economy is,3,1,0,79,0.9493670886075949
singlish-test/2123.wav,166,each floor typically houses four apartments each served by a private lift lobby,each floor typically houses four apartments each served by a private lived lobby,1,0,2,79,0.9620253164556962
singlish-test/2124.wav,144,besides security beware other pitfalls when buying online,besides security beware are the pitfalls when buying on line,4,1,1,57,0.8947368421052632
singlish-test/2125.wav,137,these areas have since seen improved traffic conditions,these ereas have since seen improved traffic conditions,0,0,1,55,0.9818181818181818
singlish-test/2126.wav,145,some business groups immediately denounced the proposed tariffs,some business groups immediately denounced the propost terrace,0,1,6,63,0.8888888888888888
singlish-test/2127.wav,160,in countries such as japan robots have become substitutes for teachers,in countrys such as japan robots have become substitutes for teachers,0,1,1,70,0.9714285714285714
singlish-test/2128.wav,94,why cut a deal with foreign prosecutors,why could a deal with foreign prosecutors,2,0,1,39,0.9230769230769231
singlish-test/2129.wav,87,her efforts did not come to naught,her efforts did not come to nocht,0,1,2,34,0.9117647058823529
singlish-test/2130.wav,106,back then brass and gold was cool,both then brass and gold was cool,0,0,3,33,0.9090909090909091
singlish-test/2131.wav,87,have the rest hanging off the board,haf the rest hanging off the boart,0,1,2,35,0.9142857142857143
singlish-test/2132.wav,117,i usually eat dinner outside as my training ends late,i usually eat dinner outside as my training ends late,0,0,0,53,1.0
singlish-test/2133.wav,145,businesses can justify price increases using the high inflation rate,mister serskin justify prize increases using the high inflation rate,1,1,9,68,0.8382352941176471
singlish-test/2134.wav,140,a building under construction loan has a progressive disbursement schedule,a building under construction alone has a progressive dispersement shadow,1,2,7,74,0.8648648648648649
singlish-test/2135.wav,128,having practical work experience matters in being a better lawyer,having practical work experience matters in being a better lawyer,0,0,0,65,1.0
singlish-test/2136.wav,128,being chinese was thus raised to a much higher level,being chinese was thus wraced to a much higher level,1,1,1,52,0.9423076923076923
singlish-test/2137.wav,127,a small group however still live in rental public flats,a small group however still live in rental public flets,0,0,1,55,0.9818181818181818
singlish-test/2138.wav,177,medical indemnity insurance protects not only doctors but also patients from financial loss,medical indemnity insures protects not only doctors but also patients from financial loss,0,2,2,91,0.9560439560439561
singlish-test/2139.wav,172,innovators are racing to develop quick cheap technology to address global housing needs,innovators are racing to develop quick cheap technology to address global housing neads,0,0,1,87,0.9885057471264368
singlish-test/2140.wav,84,i see others following that lead,i see others following that lead,0,0,0,32,1.0
singlish-test/2141.wav,122,four months later he went for cochlear implant surgery,four months later he went for coklear implant surgery,0,1,1,54,0.9629629629629629
singlish-test/2142.wav,103,can we improve other cognitive functions,can we improve other cognitive functions,0,0,0,40,1.0
singlish-test/2143.wav,158,this is why current regulations focus on protecting commuter safety and interests,that is why currin reglations focuss and protecting commuted safety and interests,2,2,5,81,0.8888888888888888
singlish-test/2144.wav,107,firms have to pay competitive wages to attract talent,firms have to be comperative wages to attract talent,0,1,4,53,0.9056603773584906
singlish-test/2145.wav,173,one zone within the exhibition features selected ideas that helped form part of the exhibition,one is own within the exhibition features selected ideas to helpd form part of the exhibition,3,4,2,94,0.9042553191489362
singlish-test/2146.wav,139,light rain is expected in the dawn hours before becoming cloudy thereafter,light rin is expected in the dawn hours before becoming cloudy thereafter,0,1,0,74,0.9864864864864865
singlish-test/2147.wav,110,another two days are spent attending classes in school,another two days are spend attending classes in school,0,0,1,54,0.9814814814814815
singlish-test/2148.wav,86,mass production will reduce the cost,mar's production will reduce the cost,1,0,1,36,0.9444444444444444
singlish-test/2149.wav,184,the euro erased earlier losses and gained a bit in the local platform and bond yields rose,the hero erased earlier losses and gained a bit in the local platform and bond yields rose,1,1,0,90,0.9777777777777777
singlish-test/2150.wav,188,increased oil supply from saudi arabia and weak demand from asia has caused oil prices to fall,increased oil supply from saliribu and weak deman from asia has caused oil precess to fall,1,5,4,94,0.8936170212765957
singlish-test/2151.wav,164,according to her different characters put on different hair accessories to indicate their status,according to her different characters put on different hair accessories to indicate the status,0,2,0,96,0.9791666666666666
singlish-test/2152.wav,135,mister wang doesnt currently hold an executive position with either company,mister weng doesn't currently hold an executive position with either company,1,0,1,75,0.9733333333333334
singlish-test/2153.wav,152,sometimes we needed to offer several products which made things complicated,sometimes we needed to offer several products which mead things complicated,1,1,0,75,0.9733333333333334
singlish-test/2154.wav,132,fifty recipients were given awards to upgrade their skills and knowledge,fifty recipients were given a watch to ubgreat ther skills and knowledge,2,2,5,72,0.875
singlish-test/2155.wav,130,foreign commentators are more open to considering otherwise,foreign commentators are more open to considering otherwise,0,0,0,59,1.0
singlish-test/2156.wav,109,ho has not made any clarifications so far,he has not made any clorvication sopha,0,3,5,41,0.8048780487804879
singlish-test/2157.wav,194,profits fell seven percent at the unit with equity revenues flat and fixed income down slightly,profits fell seven per cent at the unit with equity revenues flat and fixed income down slightly,1,0,0,95,0.9894736842105263
singlish-test/2158.wav,174,all three cases remain unsolved and russia has rejected all charges of involvement,all three cases remain unsolved and a russia has jected all charges of involvement,2,2,0,82,0.9512195121951219
singlish-test/2159.wav,151,a v a will continue to monitor the situation and assist the affected fish farmers,avier will continue to moniter the situation and assist the affected fish farmers,0,0,5,81,0.9382716049382716
singlish-test/2160.wav,137,the right to a response and legal action taken for false personal attacks,the right to response in legal action taken for false personal attacks,0,3,1,73,0.9452054794520548
singlish-test/2161.wav,141,net short positioning on the greenback has increased for a third straight week,net shot positioning on the green back has increased for a third straight week,1,1,0,78,0.9743589743589743
singlish-test/2162.wav,166,if you can provide information regarding this video do leave a comment below,if you can provide information regarding this vilio do leave a comment blow,0,1,2,76,0.9605263157894737
singlish-test/2163.wav,86,because we cant resist cats,because we can't resist cats,1,0,0,27,0.9629629629629629
singlish-test/2164.wav,71,just check out their coverage,just trok ut the coverage,0,4,3,29,0.7586206896551724
singlish-test/2165.wav,120,as a result fewer of them patronise the army market,as a result a fewer of them patronized the army market,3,0,1,51,0.9215686274509803
singlish-test/2166.wav,89,does he enjoy the activities,does he enjoy the activities,0,0,0,28,1.0
singlish-test/2167.wav,195,other factors include connectivity travel times costs and impact on home and other land owners,other factors include connectivity travel times costs and impact on horman are the land owners,2,2,3,94,0.925531914893617
singlish-test/2168.wav,73,not for want of trying,not for want of trying,0,0,0,22,1.0
singlish-test/2169.wav,95,controlling our environment is important,controlling our environment is important,0,0,0,40,1.0
singlish-test/2170.wav,123,a closer look at its description soon sets it apart,a closer look at its description soon said ty apart,0,0,5,51,0.9019607843137255
singlish-test/2171.wav,70,and he never looked back,and he never looked back,0,0,0,24,1.0
singlish-test/2172.wav,117,dynamic pricing when done properly is not a bad thing,dynamic pricing when done properly is not a bad thing,0,0,0,53,1.0
singlish-test/2173.wav,85,every society has its elite,every society has its leat,1,2,1,27,0.8518518518518519
singlish-test/2174.wav,144,for example the presence of independent directors in making decisions,for example a presence of independent directors in making tesicians,0,2,5,69,0.8985507246376812
singlish-test/2175.wav,126,boeing denied the trade case was motivated by those talks,boring de night the trait kees was murtivated by tistocks,4,4,11,57,0.6666666666666666
singlish-test/2176.wav,126,c k must pass the internship programme in order to graduate,se ki must pass the interntial programe in order to graduate,2,1,5,59,0.864406779661017
singlish-test/2177.wav,69,be careful what you post,be careful what you post,0,0,0,24,1.0
singlish-test/2178.wav,87,im putting the entrepreneur first,i'm putting the onterpriner first,2,2,2,33,0.8181818181818182
singlish-test/2179.wav,194,it will also try mounting haze monitoring and filtering devices on windows to keep indoor air clean,it will also try mounting haze monitoring and filtering devises and windows to keep inther air clean,1,0,5,99,0.9393939393939394
singlish-test/2180.wav,169,that follows proposals last year to boost supervision and raise capital requirements,that follows proposals lasier to bust supervision and rask capital requirements,0,5,3,84,0.9047619047619048
singlish-test/2181.wav,149,the stores most special product hunted by many customers is craft paper,the stores more special product hunted by many customers iscraft paper,0,1,2,71,0.9577464788732394
singlish-test/2182.wav,149,regardless tang has since filed a police report about the alleged theft,regartless taying has sins father police report about the allegic theft,3,3,7,71,0.8169014084507042
singlish-test/2183.wav,82,stamps are really like a history book,stams are really like a history book,0,1,0,37,0.972972972972973
singlish-test/2184.wav,100,food for events is contributed by volunteers,a food for events is contributed by volunteers,2,0,0,44,0.9545454545454546
singlish-test/2185.wav,97,things just got a whole lot hotter,things just got to holl thot hotter,2,1,3,34,0.8235294117647058
singlish-test/2186.wav,86,we bet you already know whats coming,we bit you already know what's coming,1,0,1,36,0.9444444444444444
singlish-test/2187.wav,88,so hes in the highest of spirits,so he is in the highest of spirits,2,0,0,32,0.9375
singlish-test/2188.wav,83,are questions that they might have asked,oure questions that demay have asked,1,5,4,40,0.75
singlish-test/2189.wav,108,and on friday yet another photo emerged,and on friday yet on the foto emerged,0,2,3,39,0.8717948717948718
singlish-test/2190.wav,83,the attack lasted less than a minute,the attack lasted less than a minute,0,0,0,36,1.0
singlish-test/2191.wav,96,he admits to reading the obituary regularly,here amids the reading the arbitrary regularly,4,1,4,43,0.7906976744186046
singlish-test/2192.wav,159,at present older adults make up about a quarter of the total class participation,at present all the adults make up about a quarter of the total class by suspicion,3,2,10,80,0.8125
singlish-test/2193.wav,131,but the connecting train at city hall took much longer to arrive than usual,but the connecting trin at city hall took much longer to arrive than usual,0,1,0,75,0.9866666666666667
singlish-test/2194.wav,109,european measures of deterrence wont a stop people,european measures of ditterants won't a stop people,2,1,4,50,0.86
singlish-test/2195.wav,147,even when i take taxis the drivers tell me their daily takings are taking a hit,irominatic texis that bravos tell me their daily takings are taking a hit,1,7,13,79,0.7341772151898734
singlish-test/2196.wav,115,how was the cluster of hepatitis c infection detected,how was the cluster of happitite c infection detected,1,1,3,53,0.9056603773584906
singlish-test/2197.wav,136,in our view inequality is an evolving complex area,in our view inequalities and evolving complex erea,1,1,3,50,0.9
singlish-test/2198.wav,102,a single accident could wipe out a months earnings,a single accident could wipe out on month's earnings,2,0,1,50,0.94
singlish-test/2199.wav,93,the line wasnt long and the staff was friendly,the line was in long and the staff was friendly,2,1,0,46,0.9347826086956522
singlish-test/2200.wav,105,compassionate caring in the workplace takes care of that,compassionate carrying the wookplay stakescare of thet,2,4,5,56,0.8035714285714286
singlish-test/2201.wav,119,certainly that should happen if they treasure their reputation,certainly that should happen if they treasure thear reputition,0,0,2,62,0.967741935483871
singlish-test/2202.wav,110,and commuters will definitely benefit from a lower fare,and commuters will definitely benefit from a low affair,1,1,3,55,0.9090909090909091
singlish-test/2203.wav,131,the islands appeared where the sisters had died according to folklore,the islands appeared where the sisters had died according to fork law,1,1,3,69,0.927536231884058
singlish-test/2204.wav,161,instead we will hear about community sentencing and other rehabilitative options,instead we will hear about commerey sentencing and other rehabilitative options,0,1,3,80,0.95
singlish-test/2205.wav,161,a strategic view review of the companys chinese logistics portfolio is ongoing,a strategic view review of the company's chain his lodgetic spotforlo is on going,8,5,2,78,0.8076923076923077
singlish-test/2206.wav,135,during my house visits i still run into many schoolmates and the close friends,during my house visits i still run into many schoolmeats and close friends,1,5,0,78,0.9230769230769231
singlish-test/2207.wav,161,first it could harbour inside the body without causing disease or remain latent,first a could harbour inside the body without causing disease or remain latent,0,1,1,79,0.9746835443037974
singlish-test/2208.wav,119,a leader knows whose counsel to seek and whose to be wary of,a leader knows whose counsil ti seek and whos to be weary of,1,1,2,60,0.9333333333333333
singlish-test/2209.wav,170,because sometimes doors swing open and youll experience to brief sensation of flight,because sometimes door swing open and you will experience the brief sensation of flight,4,1,1,84,0.9285714285714286
singlish-test/2210.wav,148,commuters will be told of the closures via announcements and posters at stations,commuters will be told of the closures by announcements and posters at stations,0,1,2,80,0.9625
singlish-test/2211.wav,180,also furniture and furnishings are made from recycled or recyclable materials where possible,also furniture and furnishings are made from recycled all reciclable materials where possible,1,0,3,92,0.9565217391304348
singlish-test/2212.wav,203,china meanwhile is beefing up its maritime capacity in its quest to be a major naval power,china meanwhile is beefing up its meritime capacity in its quest to be majorneval power,0,3,2,90,0.9444444444444444
singlish-test/2213.wav,87,directing their movement is not easy,directing the movement is not easy,0,2,0,36,0.9444444444444444
singlish-test/2214.wav,106,chan then exited the taxi and walked to its front,channehen exhitted the texi and walked to its front,2,0,3,49,0.8979591836734694
singlish-test/2215.wav,117,he faces life imprisonment or the death penalty,he faces life imprisonment or the death penalty,0,0,0,47,1.0
singlish-test/2216.wav,133,ive flown so many helicopters but nothing feels like this,i've flown so many hallycocters but nothing feels like this,2,0,3,57,0.9122807017543859
singlish-test/2217.wav,163,u o b kay hian offers stockbroking services and online trading in a number of markets,you will be cerhen of the stock brooking services and unline trading in a number of markets,8,2,10,85,0.7647058823529411
singlish-test/2218.wav,83,and retail therapy from spending it,an retial theropy from spending it,1,2,1,35,0.8857142857142857
singlish-test/2219.wav,123,i believe in empowering children especially through literacy,i believe in empowering children especially through litracy,0,1,0,60,0.9833333333333333
