Unnamed: 0,WavFilesPath,stt,new_path,transcript,I,D,S,N,Accuracy
435,/content/drive/MyDrive/singlish/train/2133.wav,businesses can justify price increases using the high inflation rate,2133,businesses can justify price increases using the high inflation rate,0,0,0,68,1.0
426,/content/drive/MyDrive/singlish/train/2134.wav,a building under construction loan has a progressive disbursement schedule,2134,a building under construction loan has a progressive disbursement schedule,0,0,0,74,1.0
404,/content/drive/MyDrive/singlish/train/2135.wav,having practical work experience matters in being a better lawyer,2135,having practical work experience matters in being a better lawyer,0,0,0,65,1.0
400,/content/drive/MyDrive/singlish/train/2136.wav,being chinese was thus raised to a much higher level,2136,being chinese was thus raised to a much higher level,0,0,0,52,1.0
470,/content/drive/MyDrive/singlish/train/2137.wav,a small group however still live in rental public flats,2137,a small group however still live in rental public flats,0,0,0,55,1.0
549,/content/drive/MyDrive/singlish/train/2138.wav,medical indemnity insurance protects not only doctors but also patients from financial loss,2138,medical indemnity insurance protects not only doctors but also patients from financial loss,0,0,0,91,1.0
462,/content/drive/MyDrive/singlish/train/2139.wav,innovators are racing to develop quick cheap technology to address global housing needs,2139,innovators are racing to develop quick cheap technology to address global housing needs,0,0,0,87,1.0
491,/content/drive/MyDrive/singlish/train/2140.wav,i see others following that lead,2140,i see others following that lead,0,0,0,32,1.0
506,/content/drive/MyDrive/singlish/train/2141.wav,four months later he went for cochlear implant surgery,2141,four months later he went for cochlear implant surgery,0,0,0,54,1.0
519,/content/drive/MyDrive/singlish/train/2142.wav,can we improve other cognitive functions,2142,can we improve other cognitive functions,0,0,0,40,1.0
538,/content/drive/MyDrive/singlish/train/2143.wav,this is why current regulations focus on protecting commuter safety and interests,2143,this is why current regulations focus on protecting commuter safety and interests,0,0,0,81,1.0
513,/content/drive/MyDrive/singlish/train/2144.wav,firms have to pay competitive wages to attract talent,2144,firms have to pay competitive wages to attract talent,0,0,0,53,1.0
517,/content/drive/MyDrive/singlish/train/2145.wav,one zone within the exhibition features selected ideas that helped form part of the exhibition,2145,one zone within the exhibition features selected ideas that helped form part of the exhibition,0,0,0,94,1.0
571,/content/drive/MyDrive/singlish/train/2146.wav,light rain is expected in the dawn hours before becoming cloudy thereafter,2146,light rain is expected in the dawn hours before becoming cloudy thereafter,0,0,0,74,1.0
454,/content/drive/MyDrive/singlish/train/2147.wav,another two days are spent attending classes in school,2147,another two days are spent attending classes in school,0,0,0,54,1.0
529,/content/drive/MyDrive/singlish/train/2148.wav,mass production will reduce the cost,2148,mass production will reduce the cost,0,0,0,36,1.0
448,/content/drive/MyDrive/singlish/train/2149.wav,the euro erased earlier losses and gained a bit in the local platform and bond yields rose,2149,the euro erased earlier losses and gained a bit in the local platform and bond yields rose,0,0,0,90,1.0
558,/content/drive/MyDrive/singlish/train/2150.wav,increased oil supply from saudi arabia and weak demand from asia has caused oil prices to fall,2150,increased oil supply from saudi arabia and weak demand from asia has caused oil prices to fall,0,0,0,94,1.0
521,/content/drive/MyDrive/singlish/train/2151.wav,according to her different characters put on different hair accessories to indicate their status,2151,according to her different characters put on different hair accessories to indicate their status,0,0,0,96,1.0
441,/content/drive/MyDrive/singlish/train/2152.wav,mister wang doesnt currently hold an executive position with either company,2152,mister wang doesnt currently hold an executive position with either company,0,0,0,75,1.0
563,/content/drive/MyDrive/singlish/train/2153.wav,sometimes we needed to offer several products which made things complicated,2153,sometimes we needed to offer several products which made things complicated,0,0,0,75,1.0
489,/content/drive/MyDrive/singlish/train/2154.wav,fifty recipients were given awards to upgrade their skills and knowledge,2154,fifty recipients were given awards to upgrade their skills and knowledge,0,0,0,72,1.0
466,/content/drive/MyDrive/singlish/train/2155.wav,foreign commentators are more open to considering otherwise,2155,foreign commentators are more open to considering otherwise,0,0,0,59,1.0
475,/content/drive/MyDrive/singlish/train/2156.wav,h has not made any clarifications so far,2156,ho has not made any clarifications so far,0,1,0,41,0.975609756097561
502,/content/drive/MyDrive/singlish/train/2157.wav,profits fell seven percent at the unit with equity revenues flat and fixed income down slightly,2157,profits fell seven percent at the unit with equity revenues flat and fixed income down slightly,0,0,0,95,1.0
562,/content/drive/MyDrive/singlish/train/2158.wav,all three cases remain unsolved and russia has rejected all charges of involvement,2158,all three cases remain unsolved and russia has rejected all charges of involvement,0,0,0,82,1.0
531,/content/drive/MyDrive/singlish/train/2159.wav,a v a will continue to monitor the situation and assist the affected fish farmers,2159,a v a will continue to monitor the situation and assist the affected fish farmers,0,0,0,81,1.0
514,/content/drive/MyDrive/singlish/train/2160.wav,the right to a response and legal action taken for false personal attacks,2160,the right to a response and legal action taken for false personal attacks,0,0,0,73,1.0
507,/content/drive/MyDrive/singlish/train/2161.wav,net short positioning on the greenback has increased for a third straight week,2161,net short positioning on the greenback has increased for a third straight week,0,0,0,78,1.0
543,/content/drive/MyDrive/singlish/train/2162.wav,if you can provide information regarding this video do leave a comment below,2162,if you can provide information regarding this video do leave a comment below,0,0,0,76,1.0
533,/content/drive/MyDrive/singlish/train/2163.wav,because we cant resist cats,2163,because we cant resist cats,0,0,0,27,1.0
541,/content/drive/MyDrive/singlish/train/2164.wav,just check out their coverage,2164,just check out their coverage,0,0,0,29,1.0
495,/content/drive/MyDrive/singlish/train/2165.wav,as a result fewer of them patronise the army market,2165,as a result fewer of them patronise the army market,0,0,0,51,1.0
501,/content/drive/MyDrive/singlish/train/2166.wav,does he enjoy the activities,2166,does he enjoy the activities,0,0,0,28,1.0
451,/content/drive/MyDrive/singlish/train/2167.wav,other factors include connectivity travel times costs and impact on home and other land owners,2167,other factors include connectivity travel times costs and impact on home and other land owners,0,0,0,94,1.0
523,/content/drive/MyDrive/singlish/train/2168.wav,not for want of trying,2168,not for want of trying,0,0,0,22,1.0
564,/content/drive/MyDrive/singlish/train/2169.wav,controlling our environment is important,2169,controlling our environment is important,0,0,0,40,1.0
474,/content/drive/MyDrive/singlish/train/2170.wav,a closer look at its description soon sets it apart,2170,a closer look at its description soon sets it apart,0,0,0,51,1.0
557,/content/drive/MyDrive/singlish/train/2171.wav,and he never looked back,2171,and he never looked back,0,0,0,24,1.0
484,/content/drive/MyDrive/singlish/train/2172.wav,dynamic pricing when done properly is not a bad thing,2172,dynamic pricing when done properly is not a bad thing,0,0,0,53,1.0
511,/content/drive/MyDrive/singlish/train/2173.wav,every society has its elite,2173,every society has its elite,0,0,0,27,1.0
552,/content/drive/MyDrive/singlish/train/2174.wav,for example the presence of independent directors in making decisions,2174,for example the presence of independent directors in making decisions,0,0,0,69,1.0
477,/content/drive/MyDrive/singlish/train/2175.wav,boeing denied the trade case was motivated by those talks,2175,boeing denied the trade case was motivated by those talks,0,0,0,57,1.0
545,/content/drive/MyDrive/singlish/train/2176.wav,c k must pass the internship programme in order to graduate,2176,c k must pass the internship programme in order to graduate,0,0,0,59,1.0
555,/content/drive/MyDrive/singlish/train/2177.wav,be careful what you post,2177,be careful what you post,0,0,0,24,1.0
487,/content/drive/MyDrive/singlish/train/2178.wav,im putting the entrepreneur first,2178,im putting the entrepreneur first,0,0,0,33,1.0
508,/content/drive/MyDrive/singlish/train/2179.wav,it will also try mounting haze monitoring and filtering devices on windows to keep indoor air clean,2179,it will also try mounting haze monitoring and filtering devices on windows to keep indoor air clean,0,0,0,99,1.0
467,/content/drive/MyDrive/singlish/train/2180.wav,that follows proposals last year to boost supervision and raise capital requirements,2180,that follows proposals last year to boost supervision and raise capital requirements,0,0,0,84,1.0
461,/content/drive/MyDrive/singlish/train/2181.wav,the stores most special product hunted by many customers is craft paper,2181,the stores most special product hunted by many customers is craft paper,0,0,0,71,1.0
532,/content/drive/MyDrive/singlish/train/2182.wav,regardless tang has since filed a police report about the alleged theft,2182,regardless tang has since filed a police report about the alleged theft,0,0,0,71,1.0
542,/content/drive/MyDrive/singlish/train/2183.wav,stamps are really like a history book,2183,stamps are really like a history book,0,0,0,37,1.0
464,/content/drive/MyDrive/singlish/train/2184.wav,food for events is contributed by volunteers,2184,food for events is contributed by volunteers,0,0,0,44,1.0
556,/content/drive/MyDrive/singlish/train/2185.wav,things just got a whole lot hotter,2185,things just got a whole lot hotter,0,0,0,34,1.0
440,/content/drive/MyDrive/singlish/train/2186.wav,we bet you already know whats coming,2186,we bet you already know whats coming,0,0,0,36,1.0
456,/content/drive/MyDrive/singlish/train/2187.wav,so hes in the highest of spirits,2187,so hes in the highest of spirits,0,0,0,32,1.0
494,/content/drive/MyDrive/singlish/train/2188.wav,are questions that they might have asked,2188,are questions that they might have asked,0,0,0,40,1.0
480,/content/drive/MyDrive/singlish/train/2189.wav,and on friday yet another photo emerged,2189,and on friday yet another photo emerged,0,0,0,39,1.0
455,/content/drive/MyDrive/singlish/train/2190.wav,the attack lasted less than a minute,2190,the attack lasted less than a minute,0,0,0,36,1.0
525,/content/drive/MyDrive/singlish/train/2191.wav,he admits to reading the obituary regularly,2191,he admits to reading the obituary regularly,0,0,0,43,1.0
488,/content/drive/MyDrive/singlish/train/2192.wav,at present older adults make up about a quarter of the total class participation,2192,at present older adults make up about a quarter of the total class participation,0,0,0,80,1.0
522,/content/drive/MyDrive/singlish/train/2193.wav,but the connecting train at city hall took much longer to arrive than usual,2193,but the connecting train at city hall took much longer to arrive than usual,0,0,0,75,1.0
468,/content/drive/MyDrive/singlish/train/2194.wav,european measures of deterrence wont a stop people,2194,european measures of deterrence wont a stop people,0,0,0,50,1.0
469,/content/drive/MyDrive/singlish/train/2195.wav,even when i take taxis the drivers tell me their daily takings are taking a hit,2195,even when i take taxis the drivers tell me their daily takings are taking a hit,0,0,0,79,1.0
565,/content/drive/MyDrive/singlish/train/2196.wav,how was the cluster of hepatitis c infection detected,2196,how was the cluster of hepatitis c infection detected,0,0,0,53,1.0
452,/content/drive/MyDrive/singlish/train/2197.wav,in our view inequality is an evolving complex area,2197,in our view inequality is an evolving complex area,0,0,0,50,1.0
540,/content/drive/MyDrive/singlish/train/2198.wav,a single accident could wipe out a months earnings,2198,a single accident could wipe out a months earnings,0,0,0,50,1.0
548,/content/drive/MyDrive/singlish/train/2199.wav,the line wasnt long and the staff was friendly,2199,the line wasnt long and the staff was friendly,0,0,0,46,1.0
496,/content/drive/MyDrive/singlish/train/2200.wav,compassionate caring in the workplace takes care of that,2200,compassionate caring in the workplace takes care of that,0,0,0,56,1.0
445,/content/drive/MyDrive/singlish/train/2201.wav,certainly that should happen if they treasure their reputation,2201,certainly that should happen if they treasure their reputation,0,0,0,62,1.0
559,/content/drive/MyDrive/singlish/train/2202.wav,and commuters will definitely benefit from a lower fare,2202,and commuters will definitely benefit from a lower fare,0,0,0,55,1.0
567,/content/drive/MyDrive/singlish/train/2203.wav,the islands appeared where the sisters had died according to folklore,2203,the islands appeared where the sisters had died according to folklore,0,0,0,69,1.0
449,/content/drive/MyDrive/singlish/train/2204.wav,instead we will hear about community sentencing and other rehabilitative options,2204,instead we will hear about community sentencing and other rehabilitative options,0,0,0,80,1.0
520,/content/drive/MyDrive/singlish/train/2205.wav,a strategic view review of the companys chinese logistics portfolio is ongoing,2205,a strategic view review of the companys chinese logistics portfolio is ongoing,0,0,0,78,1.0
473,/content/drive/MyDrive/singlish/train/2206.wav,during my house visits i still run into many schoolmates and the close friends,2206,during my house visits i still run into many schoolmates and the close friends,0,0,0,78,1.0
500,/content/drive/MyDrive/singlish/train/2207.wav,first it could harbour inside the body without causing disease or remain latent,2207,first it could harbour inside the body without causing disease or remain latent,0,0,0,79,1.0
497,/content/drive/MyDrive/singlish/train/2208.wav,a leader knows whose counsel to seek and whose to be wary of,2208,a leader knows whose counsel to seek and whose to be wary of,0,0,0,60,1.0
493,/content/drive/MyDrive/singlish/train/2209.wav,because sometimes doors swing open and youll experience to brief sensation of flight,2209,because sometimes doors swing open and youll experience to brief sensation of flight,0,0,0,84,1.0
442,/content/drive/MyDrive/singlish/train/2210.wav,commuters will be told of the closures via announcements and posters at stations,2210,commuters will be told of the closures via announcements and posters at stations,0,0,0,80,1.0
515,/content/drive/MyDrive/singlish/train/2211.wav,also furniture and furnishings are made from recycled or recyclable materials where possible,2211,also furniture and furnishings are made from recycled or recyclable materials where possible,0,0,0,92,1.0
546,/content/drive/MyDrive/singlish/train/2212.wav,china meanwhile is beefing up its maritime capacity in its quest to be a major naval power,2212,china meanwhile is beefing up its maritime capacity in its quest to be a major naval power,0,0,0,90,1.0
504,/content/drive/MyDrive/singlish/train/2213.wav,directing their movement is not easy,2213,directing their movement is not easy,0,0,0,36,1.0
534,/content/drive/MyDrive/singlish/train/2214.wav,chan then exited the taxi and walked to its front,2214,chan then exited the taxi and walked to its front,0,0,0,49,1.0
509,/content/drive/MyDrive/singlish/train/2215.wav,he faces life imprisonment or the death penalty,2215,he faces life imprisonment or the death penalty,0,0,0,47,1.0
569,/content/drive/MyDrive/singlish/train/2216.wav,ive flown so many helicopters but nothing feels like this,2216,ive flown so many helicopters but nothing feels like this,0,0,0,57,1.0
471,/content/drive/MyDrive/singlish/train/2217.wav,u o b kay hi n offers stockbroking services and online trading in a number of markets,2217,u o b kay hian offers stockbroking services and online trading in a number of markets,0,0,1,85,0.9882352941176471
460,/content/drive/MyDrive/singlish/train/2218.wav,and retail therapy from spending it,2218,and retail therapy from spending it,0,0,0,35,1.0
516,/content/drive/MyDrive/singlish/train/2219.wav,i believe in empowering children especially through literacy,2219,i believe in empowering children especially through literacy,0,0,0,60,1.0
483,/content/drive/MyDrive/singlish/train/2220.wav,excavations have also found remains of gold copper bronze and glass workshops,2220,excavations have also found remains of gold copper bronze and glass workshops,0,0,0,77,1.0
465,/content/drive/MyDrive/singlish/train/2221.wav,depending on budget and objectives parents should select something suitable,2221,depending on budget and objectives parents should select something suitable,0,0,0,75,1.0
539,/content/drive/MyDrive/singlish/train/2222.wav,i remember the atmosphere that night,2222,i remember the atmosphere that night,0,0,0,36,1.0
528,/content/drive/MyDrive/singlish/train/2223.wav,it was a town built on hilly terrain,2223,it was a town built on hilly terrain,0,0,0,36,1.0
458,/content/drive/MyDrive/singlish/train/2224.wav,and knew its rhythms by heart,2224,and knew its rhythms by heart,0,0,0,29,1.0
437,/content/drive/MyDrive/singlish/train/2225.wav,this was so as the couples motorcycle license plates were highly visible,2225,this was so as the couples motorcycle license plates were highly visible,0,0,0,72,1.0
527,/content/drive/MyDrive/singlish/train/2226.wav,bribes were sent by wire transfer to swiss bank accounts or cash in bags or envelopes,2226,bribes were sent by wire transfer to swiss bank accounts or cash in bags or envelopes,0,0,0,85,1.0
478,/content/drive/MyDrive/singlish/train/2227.wav,and nobody wanted to sit near him during school assembly,2227,and nobody wanted to sit near him during school assembly,0,0,0,56,1.0
503,/content/drive/MyDrive/singlish/train/2228.wav,measures of business and consumer confidence have also lifted in recent weeks,2228,measures of business and consumer confidence have also lifted in recent weeks,0,0,0,77,1.0
482,/content/drive/MyDrive/singlish/train/2229.wav,after parting with the money the women disappear,2229,after parting with the money the women disappear,0,0,0,48,1.0
453,/content/drive/MyDrive/singlish/train/2230.wav,an individual company officer can also be held personally responsible,2230,an individual company officer can also be held personally responsible,0,0,0,69,1.0
530,/content/drive/MyDrive/singlish/train/2231.wav,he also enjoyed tending to his orchids fishes birds and race horses,2231,he also enjoyed tending to his orchids fishes birds and race horses,0,0,0,67,1.0
457,/content/drive/MyDrive/singlish/train/2232.wav,issuing a payslip is simply an act of giving the employee a copy of the calculation,2232,issuing a payslip is simply an act of giving the employee a copy of the calculation,0,0,0,83,1.0
486,/content/drive/MyDrive/singlish/train/2233.wav,now go forth you are ready for your reunion dinners,2233,now go forth you are ready for your reunion dinners,0,0,0,51,1.0
463,/content/drive/MyDrive/singlish/train/2234.wav,because words can create and destroy,2234,because words can create and destroy,0,0,0,36,1.0
438,/content/drive/MyDrive/singlish/train/2235.wav,do you consider yourself to be a romantic,2235,do you consider yourself to be a romantic,0,0,0,41,1.0
537,/content/drive/MyDrive/singlish/train/2236.wav,additionally the two companies plan to collaborate on corporate social responsibility projects,2236,additionally the two companies plan to collaborate on corporate social responsibility projects,0,0,0,94,1.0
505,/content/drive/MyDrive/singlish/train/2237.wav,the survey sought to highlight the contribution households make to the republics food waste,2237,the survey sought to highlight the contribution households make to the republics food waste,0,0,0,91,1.0
551,/content/drive/MyDrive/singlish/train/2238.wav,checks on licences aside entrepreneurs are glad for spaces that allow them to try their recipes,2238,checks on licences aside entrepreneurs are glad for spaces that allow them to try their recipes,0,0,0,95,1.0
443,/content/drive/MyDrive/singlish/train/2239.wav,clearly the company reached out to established musicians like tee for a reason,2239,clearly the company reached out to established musicians like tee for a reason,0,0,0,78,1.0
518,/content/drive/MyDrive/singlish/train/2240.wav,her husband disappeared leaving her and her two daughters to fend for themselves,2240,her husband disappeared leaving her and her two daughters to fend for themselves,0,0,0,80,1.0
444,/content/drive/MyDrive/singlish/train/2241.wav,along with the problems for african crops other growers are also facing challenges,2241,along with the problems for african crops other growers are also facing challenges,0,0,0,82,1.0
570,/content/drive/MyDrive/singlish/train/2242.wav,consistently good food and an effective branding and p r campaign is also imperative,2242,consistently good food and an effective branding and p r campaign is also imperative,0,0,0,84,1.0
560,/content/drive/MyDrive/singlish/train/2243.wav,despite the black sheep these sites are no longer outposts of alternative viewpoints,2243,despite the black sheep these sites are no longer outposts of alternative viewpoints,0,0,0,84,1.0
481,/content/drive/MyDrive/singlish/train/2244.wav,he will be charged in court on friday for dishonestly to receiving stolen property,2244,he will be charged in court on friday for dishonestly to receiving stolen property,0,0,0,82,1.0
499,/content/drive/MyDrive/singlish/train/2245.wav,so were on track to launch sometime towards the end of the month,2245,so were on track to launch sometime towards the end of the month,0,0,0,64,1.0
472,/content/drive/MyDrive/singlish/train/2246.wav,five protagonists will bring the audience through the acts from start to finish,2246,five protagonists will bring the audience through the acts from start to finish,0,0,0,79,1.0
544,/content/drive/MyDrive/singlish/train/2247.wav,bicycles and electric bicycles are supposed to be used only on the roads,2247,bicycles and electric bicycles are supposed to be used only on the roads,0,0,0,72,1.0
553,/content/drive/MyDrive/singlish/train/2248.wav,growth was mainly driven by the i t and formation services segment,2248,growth was mainly driven by the i t and formation services segment,0,0,0,66,1.0
479,/content/drive/MyDrive/singlish/train/2249.wav,of course there is no excuses to say we are underdogs,2249,of course there is no excuses to say we are underdogs,0,0,0,53,1.0
439,/content/drive/MyDrive/singlish/train/2250.wav,operators may opt out of imposing this surcharge if they wish,2250,operators may opt out of imposing this surcharge if they wish,0,0,0,61,1.0
550,/content/drive/MyDrive/singlish/train/2251.wav,this is is on top of the existing team and individual categories,2251,this is is on top of the existing team and individual categories,0,0,0,64,1.0
459,/content/drive/MyDrive/singlish/train/2252.wav,but the retailers surveyed still failed to initiate weighing the pieces,2252,but the retailers surveyed still failed to initiate weighing the pieces,0,0,0,71,1.0
510,/content/drive/MyDrive/singlish/train/2253.wav,brown diamonds range in tone from very light to very dark,2253,brown diamonds range in tone from very light to very dark,0,0,0,57,1.0
554,/content/drive/MyDrive/singlish/train/2254.wav,half a million dollars and its not even benefiting singapore football,2254,half a million dollars and its not even benefiting singapore football,0,0,0,69,1.0
490,/content/drive/MyDrive/singlish/train/2255.wav,all three companies are reportedly managed by a bangladeshi permanent resident,2255,all three companies are reportedly managed by a bangladeshi permanent resident,0,0,0,78,1.0
547,/content/drive/MyDrive/singlish/train/2256.wav,but now after research we have understood that everybody behaves differently,2256,but now after research we have understood that everybody behaves differently,0,0,0,76,1.0
536,/content/drive/MyDrive/singlish/train/2257.wav,i recently fostered a dog who had been debarked,2257,i recently fostered a dog who had been debarked,0,0,0,47,1.0
447,/content/drive/MyDrive/singlish/train/2258.wav,and theres something about knocking someone off their perch,2258,and theres something about knocking someone off their perch,0,0,0,59,1.0
485,/content/drive/MyDrive/singlish/train/2259.wav,interview rooms for career coaching will also be available,2259,interview rooms for career coaching will also be available,0,0,0,58,1.0
450,/content/drive/MyDrive/singlish/train/2260.wav,at one point i saw a bottle being thrown,2260,at one point i saw a bottle being thrown,0,0,0,40,1.0
535,/content/drive/MyDrive/singlish/train/2261.wav,as such love is imbued in each homemade item,2261,as such love is imbued in each homemade item,0,0,0,44,1.0
446,/content/drive/MyDrive/singlish/train/2262.wav,however he has now withdrawn entirely from the election,2262,however he has now withdrawn entirely from the election,0,0,0,55,1.0
568,/content/drive/MyDrive/singlish/train/2263.wav,but after a few hours the boat engines stopped,2263,but after a few hours the boat engines stopped,0,0,0,46,1.0
566,/content/drive/MyDrive/singlish/train/2264.wav,but conservative caution brings a different kind of risk,2264,but conservative caution brings a different kind of risk,0,0,0,56,1.0
476,/content/drive/MyDrive/singlish/train/2265.wav,after resolving the crisis she became the stars manager,2265,after resolving the crisis she became the stars manager,0,0,0,55,1.0
524,/content/drive/MyDrive/singlish/train/2266.wav,clean energy from nuclear plants could be an answer,2266,clean energy from nuclear plants could be an answer,0,0,0,51,1.0
512,/content/drive/MyDrive/singlish/train/2267.wav,there is no departure from our internet regulatory framework,2267,there is no departure from our internet regulatory framework,0,0,0,60,1.0
492,/content/drive/MyDrive/singlish/train/2268.wav,i prefer to charge my phone at home overnight,2268,i prefer to charge my phone at home overnight,0,0,0,45,1.0
561,/content/drive/MyDrive/singlish/train/2269.wav,charities expect donations this year to rise even further,2269,charities expect donations this year to rise even further,0,0,0,57,1.0
526,/content/drive/MyDrive/singlish/train/2270.wav,as lorry flipped on its side it left a debris trail of wooden boards and painting supplies,2270,as lorry flipped on its side it left a debris trail of wooden boards and painting supplies,0,0,0,90,1.0
498,/content/drive/MyDrive/singlish/train/2271.wav,his parents who scraped a living by farming agreed,2271,his parents who scraped a living by farming agreed,0,0,0,50,1.0
615,/content/drive/MyDrive/singlish/train/2272.wav,he first started experiencing blurry vision six years ago,2272,he first started experiencing blurry vision six years ago,0,0,0,57,1.0
573,/content/drive/MyDrive/singlish/train/2273.wav,the clubs are awaiting the outcome of their appeals,2273,the clubs are awaiting the outcome of their appeals,0,0,0,51,1.0
656,/content/drive/MyDrive/singlish/train/2274.wav,later he spotted a black pouch on the bench,2274,later he spotted a black pouch on the bench,0,0,0,43,1.0
641,/content/drive/MyDrive/singlish/train/2275.wav,here the media has a crucial role to play,2275,here the media has a crucial role to play,0,0,0,41,1.0
616,/content/drive/MyDrive/singlish/train/2276.wav,as he went on stage to deliver his sermon churchgoers also gave kong a standing ovation,2276,as he went on stage to deliver his sermon churchgoers also gave kong a standing ovation,0,0,0,87,1.0
606,/content/drive/MyDrive/singlish/train/2277.wav,if the numbers surprise markets on the upside talk of a us recession will be dampened,2277,if the numbers surprise markets on the upside talk of a us recession will be dampened,0,0,0,85,1.0
666,/content/drive/MyDrive/singlish/train/2278.wav,each agency may choose charity it wishes to adopt and the duration of the adoption,2278,each agency may choose charity it wishes to adopt and the duration of the adoption,0,0,0,82,1.0
590,/content/drive/MyDrive/singlish/train/2279.wav,the intermitent nature of solar and wind rules them out of providing all of britains electricity,2279,the intermittent nature of solar and wind rules them out of providing all of britains electricity,0,1,0,97,0.9896907216494846
591,/content/drive/MyDrive/singlish/train/2280.wav,he is collaborating with a chinese musician to give a fresh twist to old malay songs,2280,he is collaborating with a chinese musician to give a fresh twist to old malay songs,0,0,0,84,1.0
676,/content/drive/MyDrive/singlish/train/2281.wav,but urban understands that the coach store has reserved the space for one year,2281,but urban understands that the coach store has reserved the space for one year,0,0,0,78,1.0
603,/content/drive/MyDrive/singlish/train/2282.wav,p m lee has said this is untrue,2282,p m lee has said this is untrue,0,0,0,31,1.0
585,/content/drive/MyDrive/singlish/train/2283.wav,everyone wants to get rid of it,2283,everyone wants to get rid of it,0,0,0,31,1.0
663,/content/drive/MyDrive/singlish/train/2284.wav,most of the routes in the handy sector remained in positive territory this week,2284,most of the routes in the handy sector remained in positive territory this week,0,0,0,79,1.0
593,/content/drive/MyDrive/singlish/train/2285.wav,singapores entrepreneurial spirit is well and alive in the central and eastern european region,2285,singapores entrepreneurial spirit is well and alive in the central and eastern european region,0,0,0,94,1.0
678,/content/drive/MyDrive/singlish/train/2286.wav,as for miss yang she said yes,2286,as for miss yang she said yes,0,0,0,29,1.0
621,/content/drive/MyDrive/singlish/train/2287.wav,all languages involve the use of sound,2287,all languages involve the use of sound,0,0,0,38,1.0
588,/content/drive/MyDrive/singlish/train/2288.wav,he did not have any mental disorder other than the heroin use disorder diagnosed previously,2288,he did not have any mental disorder other than the heroin use disorder diagnosed previously,0,0,0,91,1.0
587,/content/drive/MyDrive/singlish/train/2289.wav,m a s said the external environment is likely to remain challenging in the quarters ahead,2289,m a s said the external environment is likely to remain challenging in the quarters ahead,0,0,0,89,1.0
617,/content/drive/MyDrive/singlish/train/2290.wav,thhough reports on environmentally harmful practices they serve as the watchdogs of our environment,2290,through reports on environmentally harmful practices they serve as the watchdogs of our environment,0,0,1,99,0.98989898989899
589,/content/drive/MyDrive/singlish/train/2291.wav,be thankful that you have rice containers,2291,be thankful that you have rice containers,0,0,0,41,1.0
575,/content/drive/MyDrive/singlish/train/2292.wav,in our health page a doctors thoughts on how technology is changing medicine,2292,in our health page a doctors thoughts on how technology is changing medicine,0,0,0,76,1.0
654,/content/drive/MyDrive/singlish/train/2293.wav,and for awhile things went largely quiet,2293,and for awhile things went largely quiet,0,0,0,40,1.0
584,/content/drive/MyDrive/singlish/train/2294.wav,below is an excerpt from his speech,2294,below is an excerpt from his speech,0,0,0,35,1.0
682,/content/drive/MyDrive/singlish/train/2295.wav,it added that the drug when combined the radiation can shrink the treated tumour,2295,it added that the drug when combined the radiation can shrink the treated tumour,0,0,0,80,1.0
651,/content/drive/MyDrive/singlish/train/2296.wav,everything that is the antithesis of happiness,2296,everything that is the antithesis of happiness,0,0,0,46,1.0
653,/content/drive/MyDrive/singlish/train/2297.wav,no one cares about this crappy village,2297,no one cares about this crappy village,0,0,0,38,1.0
664,/content/drive/MyDrive/singlish/train/2298.wav,he declined to reveal the loan amount,2298,he declined to reveal the loan amount,0,0,0,37,1.0
640,/content/drive/MyDrive/singlish/train/2299.wav,consider for a moment what has happened,2299,consider for a moment what has happened,0,0,0,39,1.0
638,/content/drive/MyDrive/singlish/train/2300.wav,geography is not everything in determining time,2300,geography is not everything in determining time,0,0,0,47,1.0
635,/content/drive/MyDrive/singlish/train/2301.wav,new tariffs slapped on foreign exporters have caused key stock index funds to plummet,2301,new tariffs slapped on foreign exporters have caused key stock index funds to plummet,0,0,0,85,1.0
577,/content/drive/MyDrive/singlish/train/2302.wav,flying among the trees and perched on benches are more than two dozen parrots,2302,flying among the trees and perched on benches are more than two dozen parrots,0,0,0,77,1.0
625,/content/drive/MyDrive/singlish/train/2303.wav,a i a and aviva have health insurance packages,2303,a i a and aviva have health insurance packages,0,0,0,46,1.0
665,/content/drive/MyDrive/singlish/train/2304.wav,it added that aid to myanmar refugees in bangladesh was delivered earlier,2304,it added that aid to myanmar refugees in bangladesh was delivered earlier,0,0,0,73,1.0
572,/content/drive/MyDrive/singlish/train/2305.wav,responsible drivers included those who had engaged a valet service after drinking,2305,responsible drivers included those who had engaged a valet service after drinking,0,0,0,81,1.0
659,/content/drive/MyDrive/singlish/train/2306.wav,the parade also wended through chinatown and other parts of the city,2306,the parade also wended through chinatown and other parts of the city,0,0,0,68,1.0
610,/content/drive/MyDrive/singlish/train/2307.wav,a period not exceeding one year is required to file a claim,2307,a period not exceeding one year is required to file a claim,0,0,0,59,1.0
681,/content/drive/MyDrive/singlish/train/2308.wav,job growth is also moderating as the labour market hits fulling employment,2308,job growth is also moderating as the labour market hits fulling employment,0,0,0,74,1.0
586,/content/drive/MyDrive/singlish/train/2309.wav,if this assessment is accurate then this practice should be seriously reconsidered,2309,if this assessment is accurate then this practice should be seriously reconsidered,0,0,0,82,1.0
580,/content/drive/MyDrive/singlish/train/2310.wav,further investigations into the shipment which was seized last week are underway,2310,further investigations into the shipment which was seized last week are underway,0,0,0,80,1.0
